retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
Sports Direct,2021-09-21,South,Texas,Women's Apparel,54,255,13770
Sports Direct,2021-10-07,South,Alabama,Men's Athletic Footwear,40,248,9920
Walmart,2020-08-18,South,Texas,Men's Street Footwear,28,295,8260
Walmart,2020-08-24,South,Texas,Men's Street Footwear,29,295,8555
Foot Locker,2020-09-24,Southeast,Florida,Men's Athletic Footwear,46,255,11730
Walmart,2021-06-17,Southeast,Florida,Women's Apparel,74,248,18352
Sports Direct,2021-07-02,Southeast,North Carolina,Men's Street Footwear,60,294,17640
West Gear,2021-01-12,Southeast,Florida,Men's Street Footwear,41,255,10455
Foot Locker,2021-12-23,Southeast,Virginia,Men's Street Footwear,49,248,12152
Foot Locker,2020-03-11,Northeast,New York,Men's Athletic Footwear,41,318,13038
Kohl's,2021-08-11,West,Wyoming,Men's Street Footwear,47,255,11985
Foot Locker,2020-02-06,Northeast,New York,Men's Street Footwear,54,317,17118
West Gear,2021-07-10,West,Utah,Men's Street Footwear,28,248,6944
Foot Locker,2021-07-23,Southeast,Virginia,Men's Street Footwear,79,255,20145
Walmart,2020-04-29,Northeast,New York,Women's Street Footwear,43,294,12642
Foot Locker,2020-01-08,Northeast,New York,Men's Athletic Footwear,39,315,12285
West Gear,2021-08-11,West,Utah,Men's Street Footwear,27,248,6696
Sports Direct,2021-12-15,Midwest,Michigan,Men's Street Footwear,55,255,14025
Walmart,2020-08-29,South,Texas,Women's Apparel,47,293,13771
West Gear,2021-06-17,South,Louisiana,Women's Apparel,80,248,19840
West Gear,2021-02-11,West,California,Men's Street Footwear,51,293,14943
West Gear,2021-07-16,South,Louisiana,Men's Athletic Footwear,67,248,16616
West Gear,2021-07-23,West,Oregon,Men's Street Footwear,79,255,20145
Foot Locker,2020-01-24,Northeast,New York,Women's Apparel,48,290,13920
West Gear,2021-12-16,South,Louisiana,Men's Athletic Footwear,52,248,12896
West Gear,2021-06-04,West,Idaho,Women's Apparel,39,248,9672
Foot Locker,2020-03-03,Northeast,New York,Women's Apparel,59,290,17110
West Gear,2021-08-17,South,Louisiana,Men's Street Footwear,86,255,21930
Kohl's,2021-07-25,West,New Mexico,Men's Street Footwear,41,248,10168
Sports Direct,2020-07-25,South,Texas,Men's Street Footwear,20,255,5100
Foot Locker,2021-02-07,Southeast,Georgia,Women's Street Footwear,21,248,5208
Walmart,2020-09-06,South,Texas,Men's Athletic Footwear,32,255,8160
Walmart,2020-04-18,Northeast,New York,Women's Apparel,62,290,17980
Foot Locker,2020-01-04,Northeast,New York,Women's Athletic Footwear,41,247,10127
Walmart,2020-09-13,South,Texas,Women's Street Footwear,39,255,9945
Walmart,2020-04-26,Northeast,New York,Women's Apparel,68,290,19720
Foot Locker,2020-01-27,Northeast,New York,Women's Street Footwear,39,247,9633
West Gear,2021-01-21,West,California,Women's Athletic Footwear,52,255,13260
Walmart,2020-07-18,Northeast,New York,Women's Apparel,68,290,19720
Foot Locker,2020-03-12,Northeast,New York,Women's Street Footwear,46,247,11362
West Gear,2020-04-24,Southeast,Florida,Men's Street Footwear,55,290,15950
Walmart,2020-10-25,South,Texas,Women's Apparel,51,247,12597
Foot Locker,2021-12-05,Southeast,South Carolina,Men's Street Footwear,67,290,19430
Kohl's,2021-05-08,West,California,Men's Athletic Footwear,50,247,12350
Foot Locker,2020-01-26,Northeast,New York,Men's Athletic Footwear,35,315,11025
Foot Locker,2020-08-11,Southeast,Florida,Women's Apparel,41,247,10127
Walmart,2021-08-17,Southeast,Florida,Men's Street Footwear,68,255,17340
Foot Locker,2020-02-01,Northeast,New York,Men's Athletic Footwear,35,315,11025
West Gear,2021-07-08,Northeast,New York,Men's Street Footwear,59,247,14573
West Gear,2021-08-17,South,Louisiana,Men's Street Footwear,73,255,18615
Foot Locker,2020-02-02,Northeast,New York,Women's Street Footwear,28,315,8820
Kohl's,2021-06-12,West,Wyoming,Men's Street Footwear,46,247,11362
Foot Locker,2021-08-08,West,Idaho,Men's Athletic Footwear,37,255,9435
West Gear,2020-11-09,West,California,Women's Street Footwear,40,247,9880
Walmart,2020-05-01,Northeast,New York,Men's Apparel,64,254,16256
Walmart,2020-04-21,Northeast,New York,Women's Street Footwear,36,315,11340
West Gear,2021-01-15,West,California,Women's Athletic Footwear,46,247,11362
Sports Direct,2020-07-31,South,Texas,Men's Street Footwear,29,254,7366
Walmart,2020-04-23,Northeast,New York,Men's Apparel,44,315,13860
West Gear,2021-01-27,West,California,Women's Athletic Footwear,39,247,9633
Sports Direct,2021-09-18,South,Texas,Women's Street Footwear,44,254,11176
Walmart,2020-08-12,South,Texas,Men's Street Footwear,24,315,7560
West Gear,2021-02-07,West,California,Women's Street Footwear,40,247,9880
Sports Direct,2021-04-03,South,Tennessee,Men's Street Footwear,12,247,2964
West Gear,2021-05-05,West,Idaho,Men's Athletic Footwear,22,247,5434
Sports Direct,2020-05-24,Southeast,Florida,Men's Athletic Footwear,51,254,12954
Walmart,2020-09-07,South,Texas,Women's Street Footwear,36,315,11340
Foot Locker,2021-01-09,Southeast,Georgia,Men's Apparel,35,247,8645
Foot Locker,2021-02-07,Southeast,Georgia,Men's Athletic Footwear,27,247,6669
Sports Direct,2021-09-08,South,Alabama,Women's Street Footwear,41,254,10414
Kohl's,2021-03-10,West,Wyoming,Men's Street Footwear,38,246,9348
Foot Locker,2020-01-29,Northeast,New York,Men's Apparel,43,289,12427
West Gear,2020-12-27,West,California,Women's Street Footwear,46,254,11684
Kohl's,2021-05-10,West,Wyoming,Men's Street Footwear,45,246,11070
West Gear,2021-01-23,West,California,Women's Apparel,60,254,15240
Sports Direct,2021-05-02,Southeast,North Carolina,Men's Street Footwear,41,246,10086
Sports Direct,2021-09-30,South,Texas,Women's Street Footwear,47,254,11938
Kohl's,2021-11-20,South,Oklahoma,Women's Street Footwear,25,245,6125
Foot Locker,2020-02-03,Northeast,New York,Women's Athletic Footwear,31,289,8959
Foot Locker,2020-02-09,Northeast,New York,Women's Athletic Footwear,33,289,9537
West Gear,2021-11-03,Midwest,Wisconsin,Women's Street Footwear,35,245,8575
Foot Locker,2020-02-02,Northeast,New York,Women's Street Footwear,39,252,9828
Walmart,2020-04-25,Northeast,New York,Men's Apparel,51,289,14739
Foot Locker,2020-02-10,Northeast,New York,Men's Apparel,59,245,14455
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,55,252,13860
Sports Direct,2020-07-26,South,Texas,Men's Athletic Footwear,23,289,6647
West Gear,2021-01-13,West,California,Men's Athletic Footwear,59,245,14455
Walmart,2020-10-25,South,Texas,Women's Apparel,44,289,12716
Sports Direct,2021-09-05,South,Alabama,Women's Apparel,50,245,12250
West Gear,2021-12-08,Northeast,New York,Men's Street Footwear,59,245,14455
Walmart,2020-04-22,Northeast,New York,Women's Athletic Footwear,47,252,11844
Sports Direct,2021-10-04,Southeast,North Carolina,Men's Street Footwear,42,245,10290
West Gear,2020-09-14,Southeast,Florida,Women's Athletic Footwear,53,233,12349
Walmart,2020-04-23,Northeast,New York,Men's Apparel,58,252,14616
Walmart,2020-08-15,South,Texas,Women's Athletic Footwear,31,245,7595
Walmart,2020-04-30,Northeast,New York,Women's Athletic Footwear,50,252,12600
West Gear,2020-11-07,West,California,Men's Street Footwear,28,289,8092
West Gear,2020-12-24,West,California,Women's Apparel,41,245,10045
West Gear,2020-12-31,West,California,Men's Street Footwear,56,252,14112
West Gear,2021-01-30,West,California,Men's Street Footwear,36,289,10404
West Gear,2020-12-30,West,California,Women's Apparel,62,245,15190
Kohl's,2021-05-07,West,California,Men's Street Footwear,38,289,10982
West Gear,2021-02-15,West,California,Men's Apparel,43,245,10535
Foot Locker,2021-07-16,South,Mississippi,Men's Street Footwear,47,289,13583
West Gear,2020-02-01,West,Nevada,Men's Street Footwear,47,245,11515
Foot Locker,2020-02-08,Northeast,New York,Women's Street Footwear,36,288,10368
West Gear,2020-09-16,Southeast,Florida,Women's Apparel,67,244,16348
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,45,288,12960
Sports Direct,2020-10-05,Southeast,Florida,Men's Street Footwear,56,244,13664
Foot Locker,2021-07-05,Southeast,South Carolina,Women's Apparel,66,244,16104
Foot Locker,2021-10-07,Southeast,South Carolina,Men's Street Footwear,50,244,12200
Sports Direct,2021-12-02,Southeast,North Carolina,Men's Street Footwear,64,244,15616
Foot Locker,2020-01-23,Northeast,New York,Men's Apparel,58,243,14094
Foot Locker,2020-03-13,Northeast,New York,Women's Athletic Footwear,46,243,11178
Kohl's,2021-05-26,West,California,Men's Athletic Footwear,42,288,12096
Walmart,2020-10-21,South,Texas,Men's Athletic Footwear,43,243,10449
West Gear,2021-02-10,Southeast,Florida,Men's Street Footwear,36,288,10368
Kohl's,2021-05-26,West,California,Men's Athletic Footwear,50,243,12150
Foot Locker,2021-09-05,Southeast,South Carolina,Men's Street Footwear,51,287,14637
Foot Locker,2021-08-06,Southeast,South Carolina,Men's Athletic Footwear,54,243,13122
Walmart,2020-08-13,South,Texas,Men's Athletic Footwear,30,287,8610
Foot Locker,2020-03-31,Northeast,New York,Women's Athletic Footwear,47,241,11327
West Gear,2021-01-24,West,California,Men's Street Footwear,40,287,11480
Foot Locker,2020-09-20,Southeast,Florida,Women's Athletic Footwear,44,233,10252
West Gear,2021-01-24,West,California,Men's Street Footwear,51,241,12291
Sports Direct,2021-04-21,South,Tennessee,Men's Street Footwear,41,233,9553
West Gear,2021-07-06,West,Idaho,Women's Street Footwear,46,241,11086
Sports Direct,2021-04-22,South,Tennessee,Men's Athletic Footwear,54,233,12582
Walmart,2020-09-11,South,Texas,Men's Street Footwear,44,240,10560
Sports Direct,2021-10-06,South,Alabama,Men's Street Footwear,56,233,13048
Kohl's,2021-04-07,West,California,Men's Street Footwear,43,240,10320
Foot Locker,2021-06-24,Southeast,Virginia,Men's Street Footwear,53,233,12349
Foot Locker,2020-08-14,Southeast,Florida,Women's Street Footwear,32,240,7680
West Gear,2021-08-24,West,Oregon,Men's Athletic Footwear,76,233,17708
Sports Direct,2021-05-16,South,Tennessee,Men's Athletic Footwear,51,240,12240
Foot Locker,2021-12-04,West,Idaho,Men's Street Footwear,54,233,12582
Sports Direct,2021-09-11,South,Alabama,Women's Apparel,56,240,13440
Foot Locker,2021-08-06,Southeast,South Carolina,Women's Athletic Footwear,44,233,10252
Kohl's,2021-05-01,West,California,Men's Street Footwear,47,252,11844
Foot Locker,2021-08-24,Southeast,Virginia,Men's Street Footwear,83,240,19920
Walmart,2021-07-19,South,Arkansas,Men's Street Footwear,50,233,11650
West Gear,2020-09-18,Southeast,Florida,Men's Athletic Footwear,55,252,13860
West Gear,2021-12-16,South,Louisiana,Men's Street Footwear,69,240,16560
Walmart,2020-09-16,South,Texas,Women's Apparel,43,233,10019
Foot Locker,2021-07-05,Southeast,South Carolina,Men's Apparel,64,240,15360
West Gear,2020-11-06,West,California,Women's Apparel,36,233,8388
West Gear,2021-03-08,Northeast,New York,Men's Street Footwear,44,252,11088
Foot Locker,2020-01-28,Northeast,New York,Women's Athletic Footwear,31,240,7440
West Gear,2021-01-01,West,California,Men's Athletic Footwear,51,233,11883
Amazon,2021-07-09,Midwest,Ohio,Men's Street Footwear,63,252,15876
Walmart,2020-08-14,South,Texas,Women's Street Footwear,23,240,5520
Kohl's,2021-04-21,West,California,Women's Street Footwear,35,233,8155
Foot Locker,2020-10-18,Southeast,Florida,Men's Athletic Footwear,35,250,8750
West Gear,2021-01-16,West,California,Men's Apparel,44,240,10560
Sports Direct,2021-09-04,South,Texas,Men's Street Footwear,13,233,3029
Kohl's,2021-03-13,West,California,Men's Street Footwear,28,240,6720
West Gear,2020-02-07,West,Nevada,Men's Street Footwear,48,233,11184
Kohl's,2021-04-13,West,California,Men's Street Footwear,32,240,7680
Foot Locker,2020-10-19,Southeast,Florida,Women's Street Footwear,25,250,6250
Sports Direct,2021-04-21,South,Tennessee,Men's Street Footwear,29,233,6757
Kohl's,2021-04-27,West,California,Women's Street Footwear,33,240,7920
Foot Locker,2020-10-22,Midwest,Minnesota,Women's Apparel,35,250,8750
Sports Direct,2021-09-01,South,Alabama,Men's Athletic Footwear,35,233,8155
West Gear,2021-01-25,West,California,Men's Athletic Footwear,42,287,12054
Sports Direct,2021-09-27,South,Texas,Women's Apparel,43,240,10320
Amazon,2021-10-14,South,Alabama,Women's Street Footwear,30,250,7500
Sports Direct,2021-09-12,South,Alabama,Men's Street Footwear,27,233,6291
Sports Direct,2021-04-04,South,Tennessee,Men's Athletic Footwear,20,240,4800
Sports Direct,2021-09-13,South,Alabama,Men's Athletic Footwear,39,233,9087
Foot Locker,2020-03-15,Northeast,New York,Women's Apparel,61,286,17446
Foot Locker,2021-02-18,Midwest,Missouri,Women's Athletic Footwear,25,250,6250
Walmart,2020-05-05,Northeast,New York,Women's Street Footwear,54,285,15390
Sports Direct,2021-04-10,South,Tennessee,Men's Athletic Footwear,32,240,7680
Foot Locker,2021-10-18,Midwest,Missouri,Women's Street Footwear,25,250,6250
Walmart,2020-10-27,South,Texas,Men's Athletic Footwear,44,285,12540
Sports Direct,2021-10-06,South,Alabama,Men's Street Footwear,46,240,11040
West Gear,2021-03-10,West,Utah,Women's Athletic Footwear,25,250,6250
Sports Direct,2021-04-23,South,Tennessee,Women's Street Footwear,46,285,13110
Foot Locker,2021-08-24,Southeast,Virginia,Men's Athletic Footwear,53,240,12720
Walmart,2020-08-25,South,Texas,Men's Athletic Footwear,32,285,9120
West Gear,2021-04-11,West,Utah,Women's Athletic Footwear,20,250,5000
Amazon,2021-02-22,Midwest,Ohio,Women's Street Footwear,30,250,7500
Amazon,2021-03-21,Southeast,Kentucky,Women's Street Footwear,35,250,8750
Kohl's,2021-04-25,West,California,Men's Street Footwear,30,285,8550
Walmart,2021-02-21,South,Arkansas,Women's Athletic Footwear,20,250,5000
Foot Locker,2020-09-23,Southeast,Florida,Men's Street Footwear,53,284,15052
Walmart,2021-03-19,South,Arkansas,Men's Apparel,35,250,8750
Foot Locker,2021-04-06,Southeast,South Carolina,Men's Street Footwear,33,283,9339
Foot Locker,2021-05-05,Southeast,South Carolina,Men's Street Footwear,48,282,13536
West Gear,2021-06-24,West,Oregon,Men's Street Footwear,43,240,10320
West Gear,2021-02-21,South,Oklahoma,Men's Apparel,35,250,8750
Foot Locker,2020-01-04,Northeast,New York,Women's Athletic Footwear,36,281,10116
West Gear,2021-05-05,West,Idaho,Women's Apparel,33,240,7920
West Gear,2021-03-19,South,Oklahoma,Men's Athletic Footwear,20,250,5000
Foot Locker,2021-06-24,Southeast,Virginia,Men's Street Footwear,37,233,8621
West Gear,2021-09-19,South,Oklahoma,Women's Athletic Footwear,15,250,3750
Sports Direct,2021-01-19,Southeast,Virginia,Men's Street Footwear,23,233,5359
West Gear,2021-09-19,South,Oklahoma,Men's Apparel,25,250,6250
West Gear,2021-12-23,West,Oregon,Men's Athletic Footwear,56,233,13048
West Gear,2021-06-04,West,Idaho,Men's Street Footwear,31,233,7223
Kohl's,2021-01-16,South,Oklahoma,Men's Apparel,35,250,8750
Foot Locker,2021-08-08,West,Idaho,Men's Street Footwear,38,233,8854
Kohl's,2021-02-14,South,Oklahoma,Men's Athletic Footwear,25,250,6250
Foot Locker,2021-12-04,West,Idaho,Men's Street Footwear,40,240,9600
Foot Locker,2021-12-04,West,Idaho,Men's Athletic Footwear,41,240,9840
Foot Locker,2020-02-03,Northeast,New York,Women's Athletic Footwear,41,239,9799
Kohl's,2021-03-12,Midwest,Kansas,Women's Street Footwear,10,250,2500
Kohl's,2021-03-12,Midwest,Kansas,Women's Apparel,25,250,6250
Kohl's,2021-05-12,Midwest,Kansas,Women's Street Footwear,35,250,8750
West Gear,2020-07-01,West,Washington,Men's Street Footwear,73,239,17447
Kohl's,2021-09-12,Midwest,Kansas,Women's Street Footwear,15,250,3750
West Gear,2021-08-17,South,Louisiana,Men's Athletic Footwear,77,239,18403
Foot Locker,2021-01-09,Southeast,Georgia,Women's Apparel,37,239,8843
Sports Direct,2021-06-09,Midwest,North Dakota,Men's Athletic Footwear,35,250,8750
Walmart,2021-08-20,South,Arkansas,Men's Street Footwear,43,233,10019
West Gear,2020-11-08,West,California,Men's Athletic Footwear,36,239,8604
Walmart,2020-08-11,South,Texas,Women's Apparel,39,232,9048
Foot Locker,2021-01-06,Midwest,North Dakota,Men's Athletic Footwear,30,250,7500
Sports Direct,2021-10-18,South,Texas,Women's Street Footwear,46,239,10994
Walmart,2020-08-20,South,Texas,Women's Street Footwear,37,232,8584
Foot Locker,2021-01-06,Midwest,North Dakota,Women's Street Footwear,20,250,5000
Sports Direct,2021-08-08,West,Idaho,Women's Apparel,44,239,10516
Foot Locker,2021-01-06,Midwest,North Dakota,Women's Apparel,30,250,7500
Foot Locker,2021-02-06,Midwest,Iowa,Women's Apparel,15,250,3750
Foot Locker,2021-03-05,Midwest,Iowa,Women's Apparel,20,250,5000
Kohl's,2021-05-14,West,California,Men's Athletic Footwear,51,232,11832
Foot Locker,2020-01-30,Northeast,New York,Women's Apparel,45,238,10710
Sports Direct,2021-09-15,Midwest,Michigan,Men's Street Footwear,42,232,9744
Foot Locker,2021-09-05,Southeast,South Carolina,Women's Apparel,52,232,12064
Foot Locker,2021-10-06,Midwest,Iowa,Men's Athletic Footwear,35,250,8750
Amazon,2021-06-11,Midwest,Ohio,Men's Street Footwear,49,232,11368
Sports Direct,2020-08-08,South,Texas,Women's Street Footwear,24,232,5568
West Gear,2021-01-03,Midwest,Iowa,Men's Athletic Footwear,30,250,7500
Kohl's,2021-05-03,West,California,Women's Street Footwear,34,232,7888
West Gear,2021-01-03,Midwest,Iowa,Women's Street Footwear,20,250,5000
Kohl's,2021-05-30,West,California,Women's Apparel,44,232,10208
West Gear,2021-01-03,Midwest,Iowa,Women's Apparel,30,250,7500
Sports Direct,2021-09-28,South,Texas,Men's Street Footwear,38,232,8816
Foot Locker,2020-02-04,Northeast,New York,Men's Apparel,44,281,12364
West Gear,2021-02-03,Midwest,Wisconsin,Women's Apparel,15,250,3750
Walmart,2020-10-22,South,Texas,Women's Street Footwear,34,281,9554
Foot Locker,2020-02-05,Northeast,New York,Women's Apparel,49,238,11662
West Gear,2021-09-04,Midwest,Wisconsin,Men's Athletic Footwear,30,250,7500
Sports Direct,2021-04-26,South,Tennessee,Women's Apparel,40,232,9280
West Gear,2021-01-08,West,California,Women's Street Footwear,42,281,11802
Foot Locker,2021-12-04,West,Idaho,Women's Apparel,47,232,10904
Walmart,2020-08-18,South,Texas,Men's Street Footwear,39,238,9282
